state_code,zip_code,city,name,labels,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,has_RoundABCD,has_Investor,has_Seed
CA,94043,Mountain View,Crossing Automation,1,1/1/2003,5/5/2008,3/23/2010,5.3452,7.2274,2,4,13045000,0,semiconductor,0,0,1,1,0,0,2.0,1,1,0,0
CA,94104,San Francisco,Scrapblog,1,1/1/2006,3/6/2006,2/5/2010,0.1753,4.0986,8,4,10000000,3,web,0,0,1,1,1,0,1.25,1,1,0,0
CA,94402,San Mateo,Yield Software,1,1/1/2007,6/4/2008,6/4/2008,1.4247,1.4247,7,1,6000000,1,advertising,0,0,0,1,0,0,2.0,1,1,0,0
PA,17603,Lancaster,FlyCast,0,1/1/2006,1/1/2008,7/22/2009,2.0,3.5562,3,2,2100000,1,mobile,1,1,0,0,0,0,2.0,0,0,1,1
WA,98104,Seattle,Off & Away,1,12/1/2009,5/3/2010,10/21/2010,0.4192,0.8877,3,2,3250000,3,travel,1,0,1,0,0,0,1.0,1,1,1,0
CA,95131,San Jose,CypherMax,0,1/1/2000,7/27/2006,2/25/2007,6.5726,7.1562,1,3,148000000,0,hardware,1,0,0,1,0,0,3.5,1,1,1,0
CA,91360,Thousand Oaks,Nexsan,1,1/1/2000,12/1/2003,4/18/2009,3.9178,9.3014,10,2,24500000,1,hardware,1,0,1,0,0,0,2.0,1,1,1,0
UT,84087,Provo,Tipping Bucket,0,4/8/2009,4/1/2009,3/1/2010,-0.0192,0.8959,4,2,72000,1,enterprise,0,1,0,0,0,0,1.0,0,0,1,1
CA,94304,Palo Alto,Qlusters,0,1/1/2001,8/8/2007,8/8/2007,6.6027,6.6027,3,1,10360000,1,other,0,0,0,0,1,0,5.0,1,1,0,0
NY,10001,New York,Producteev,1,7/8/2008,7/15/2008,2/1/2010,0.0192,1.5699,12,3,1310000,2,software,0,1,0,0,0,0,6.0,1,0,1,1
NY,10036,New York,SpinTheCam,0,2/12/2010,1/1/2010,1/1/2010,-0.1151,-0.1151,1,1,150000,1,games_video,0,1,0,0,0,0,1.0,0,0,1,1
CA,95032-5405,Los Gatos,Amalfi Semiconductor,1,1/1/2003,2/1/2006,4/24/2012,3.0877,9.3178,5,3,64000000,2,semiconductor,1,0,0,1,1,0,3.3333,1,1,1,0
OH,43207,Columbus,Dormzy,0,5/1/2010,5/1/2010,5/1/2010,0.0,0.0,2,1,250000,1,ecommerce,0,1,0,0,0,0,1.0,0,0,1,1
CA,91105,Pasadena,iChange,1,1/1/2008,10/1/2007,2/1/2010,-0.2521,2.0877,6,3,1830000,1,health,0,1,1,0,0,0,2.0,0,1,1,0
OR,97204,Portland,AppFog,1,8/1/2010,1/1/2011,8/10/2011,0.4192,1.0247,10,2,9800000,4,enterprise,0,0,1,1,0,0,4.5,1,1,0,0
CA,94104,San Francisco,HotPads,1,5/4/2005,3/1/2007,3/1/2007,1.8247,1.8247,15,1,2300000,3,web,0,0,1,0,0,0,1.0,0,1,0,0
WA,98052,Redmond,Sampa,0,3/1/2005,8/1/2007,4/2/2008,2.4192,3.0904,3,2,1310000,4,web,0,1,0,0,0,0,1.0,0,0,1,1
CA,94103,San Francisco,DanceJam,0,4/1/2007,5/1/2007,2/1/2008,0.0822,0.8384,4,2,4500000,5,games_video,0,1,0,1,0,0,5.5,1,1,1,0
CA,94404,Foster City,Right90,1,1/1/2003,2/28/2005,9/23/2008,2.1616,5.7315,5,3,22000000,1,software,0,0,1,1,1,0,2.6667,1,1,0,0
CA,94107,San Francisco,SocialMedia.com,1,1/1/2007,9/1/2007,1/29/2009,0.6658,2.0795,23,3,10000000,3,advertising,0,1,1,1,0,0,2.6667,1,1,1,0
NY,10014,New York,BuyWithMe,1,3/1/2009,1/20/2010,6/1/2011,0.8904,2.2521,21,4,36500000,3,ecommerce,0,0,1,1,1,0,1.5,1,1,0,0
CO,80205,Denver,Photobucket,1,6/1/2003,3/1/2005,5/14/2013,1.7507,9.9589,35,7,33672656,3,web,1,0,1,1,0,0,2.0,1,1,1,0
CA,95014,Cupertino,XtremIO,1,1/1/2009,11/11/2009,12/5/2011,0.8603,2.926,4,3,19000000,1,enterprise,0,0,1,1,0,0,2.0,1,1,0,0
CA,94086,Sunnyvale,Level 5 Networks,1,1/1/2002,6/20/2005,6/20/2005,3.4685,3.4685,3,1,30000000,1,semiconductor,0,0,0,1,0,0,4.0,1,1,0,0
CA,94041,Mountain View,Votizen,1,3/19/2009,9/23/2010,2/24/2012,1.5151,2.937,6,2,2250000,2,web,1,0,0,0,0,0,8.5,1,0,1,1
CA,91006,Arcadia,Siimpel Corporation,1,1/1/2000,11/11/2005,12/16/2009,5.8658,9.9644,7,6,53818873,1,hardware,1,0,0,0,1,0,4.25,1,1,1,0
CA,94402,San Mateo,TalkPlus,0,2/1/2004,10/1/2006,10/1/2006,2.6658,2.6658,6,1,5500000,0,web,0,0,1,0,0,0,1.0,1,1,0,0
WA,98006,Bellevue,Napera Networks,1,12/1/2006,11/29/2008,11/29/2008,1.9973,1.9973,3,1,6000000,2,network_hosting,0,0,1,0,0,0,1.0,1,1,0,0
CA,94063-2026,Redwood City,NebuAd,0,1/1/2006,7/1/2007,9/1/2007,1.4959,1.6658,2,2,30150000,3,advertising,0,0,1,1,0,0,1.5,1,1,0,0
CA,94005,Brisbane,Tercica,1,1/1/2002,10/14/2005,7/6/2007,3.7863,5.5123,11,2,83000000,0,biotech,1,0,0,0,0,0,1.0,0,0,1,1
NY,10003,New York,Robotgalaxy,0,1/1/2006,1/1/2007,9/16/2008,1.0,2.7096,1,2,12000000,0,games_video,0,0,1,1,0,0,1.0,0,1,0,0
CA,94085,Sunnyvale,PasswordBank,1,1/1/2008,3/1/2008,7/1/2009,0.1644,1.4986,6,2,3500000,2,software,0,1,1,0,0,0,1.0,0,1,1,0
CA,94306,Palo Alto,SnapTell,1,1/1/2006,6/7/2007,6/7/2007,1.4301,1.4301,5,1,4000000,3,software,0,0,1,0,0,0,4.0,1,1,0,0
CA,92887,Yorba Linda,Gigi Hill,0,1/1/2009,6/15/2011,8/8/2012,2.4521,3.6027,9,2,4000000,0,manufacturing,0,0,1,0,0,0,1.0,1,1,0,0
CA,94089,Sunnyvale,CloudShield Technologies,1,1/1/2000,10/28/2005,9/17/2007,5.8274,7.7151,11,2,25000000,1,software,1,0,0,0,0,0,4.5,1,0,1,1
NY,10011,New York,Instinctiv,1,8/1/2007,6/1/2008,5/5/2011,0.8356,3.7616,5,3,1420698,1,mobile,1,1,0,0,0,0,2.0,1,0,1,1
CA,95008,Campbell,Anchor Bay Technologies,1,10/1/2001,5/16/2003,1/29/2007,1.6219,5.3315,5,2,10000000,1,semiconductor,1,0,1,0,0,0,3.0,1,1,1,0
CA,94301,Palo Alto,Waze,1,1/1/2007,3/1/2008,10/18/2011,1.1644,4.7973,18,3,67000000,5,transportation,0,0,1,1,1,0,2.6667,1,1,0,0
CA,94070,San Carlos,Aster Data Systems,1,7/1/2005,11/1/2005,9/22/2010,0.337,5.2301,13,4,53000000,3,analytics,0,1,1,1,1,0,4.5,1,1,1,0
CA,90024,Los Angeles,Diversion,0,5/1/2010,10/18/2010,7/22/2011,0.4658,1.2247,5,2,300000,2,games_video,0,1,0,1,0,0,2.0,1,1,1,0
CA,94301,Palo Alto,Codesion,1,1/1/2002,9/1/2007,7/1/2010,5.6685,8.5014,4,3,1400000,2,software,0,1,0,0,0,0,1.0,0,0,1,1
CA,94110,San Francisco,Xoopit,1,1/1/2004,12/1/2006,4/2/2008,2.9178,4.2548,4,2,6500000,3,web,0,0,1,0,0,0,7.0,1,1,0,0
CA,941017,San Francisco,One Block Off the Grid (1BOG),1,11/1/2008,2/11/2010,2/11/2010,1.2795,1.2795,8,1,5000000,3,cleantech,0,0,1,0,0,0,1.0,1,1,0,0
WA,98104,Seattle,Appature,1,1/1/2007,12/7/2009,7/13/2012,2.9342,5.5342,6,2,9600000,2,enterprise,0,0,1,0,0,0,3.0,1,1,0,0
WA,98005,Bellevue,Action Engine,1,2/1/2000,5/1/2000,7/1/2007,0.2466,7.4164,9,5,58200000,3,mobile,0,0,1,1,1,1,1.4,1,1,0,0
MA,1720,Acton,Blackwave,1,1/1/2006,12/1/2006,9/30/2009,0.9151,3.7479,14,3,28000000,2,network_hosting,0,0,1,1,1,0,2.6667,1,1,0,0
TX,75244,Dallas,SoftLayer,1,1/1/2005,9/30/2009,3/25/2010,4.7479,5.2301,10,2,30000000,3,network_hosting,1,0,0,0,0,0,1.0,0,0,1,1
CA,94301,Palo Alto,Mytopia,1,1/1/2007,1/1/2008,3/1/2009,1.0,2.1644,10,2,3500000,2,games_video,0,1,1,0,0,0,2.0,0,1,1,0
MA,2466,Newton,JackPot Rewards,0,1/1/2008,2/1/2008,2/1/2008,0.0849,0.0849,7,1,16700000,2,web,0,0,1,0,0,0,4.0,0,1,0,0
AZ,85284,Tempe,Andigilog,0,1/1/1996,2/20/2007,2/20/2007,11.1452,11.1452,0,1,18000000,0,semiconductor,0,0,0,1,0,0,7.0,1,1,0,0
CA,94085,Sunnyvale,BARRX Medical,1,1/1/2003,7/14/2010,7/14/2010,7.537000000000001,7.537000000000001,6,1,15000000,1,medical,0,0,0,0,0,1,6.0,1,1,0,0
CA,95051,Santa Clara,Power Analog Microelectronics,0,1/1/2004,12/1/2007,12/1/2007,3.9178,3.9178,2,2,12000000,0,hardware,0,0,1,1,0,0,4.0,1,1,0,0
OH,43607,Toledo,Classiphix,0,9/19/2009,1/1/2011,1/1/2011,1.2849,1.2849,1,1,15000,1,ecommerce,0,1,0,0,0,0,1.0,0,0,1,1
WA,98101,Seattle,StartupDigest,1,11/16/2009,3/9/2011,3/9/2011,1.3096,1.3096,11,1,200000,3,news,1,0,0,0,0,0,1.0,0,0,1,1
CA,92008,Carlsbad,WiLinx,0,1/1/2003,1/10/2007,1/10/2007,4.0274,4.0274,0,1,15000000,0,semiconductor,0,0,0,0,1,0,1.0,0,1,0,0
CA,94111,San Francisco,Cohuman,1,10/9/2009,9/9/2009,1/1/2011,-0.0822,1.2301,4,2,1400000,2,enterprise,0,1,0,0,0,0,3.0,0,0,1,1
NY,10038,New York,Correlix,0,1/1/2006,2/19/2005,2/14/2012,-0.8658,6.1233,5,4,11400000,1,enterprise,1,0,0,1,0,0,3.0,1,1,1,0
CA,94538,Fremont,Redwood Systems,1,1/1/2008,10/3/2008,5/30/2012,0.7562,4.4137,14,4,34250000,2,cleantech,1,0,1,1,1,0,2.25,1,1,1,0
TX,78701,Austin,OtherInbox,1,1/1/2008,1/1/2008,9/20/2010,0.0,2.7205,4,4,3800000,4,messaging,0,1,1,0,0,0,4.75,1,1,1,0
CA,94404,San Mateo,M-Factor,1,1/1/2003,6/14/2007,2/10/2009,4.4521,6.1151,3,2,10100000,1,software,1,0,0,0,1,0,3.0,1,1,1,0
CA,95051,Santa Clara,Athena Design Systems,0,1/1/2003,1/29/2007,1/29/2007,4.0795,4.0795,0,1,4000000,0,software,0,0,0,1,0,0,6.0,1,1,0,0
CA,94403,San Mateo,Servo Software,1,1/1/2008,12/15/2009,12/15/2009,1.9562,1.9562,11,1,3011408,3,software,0,0,0,1,0,0,1.0,1,1,0,0
CA,94402,San Mateo,Levanta,0,1/1/1998,9/23/2007,9/23/2007,9.7315,9.7315,2,1,8000000,1,software,1,0,0,0,0,0,3.0,1,0,1,1
CA,94401,San Mateo,EdgeSpring,1,7/1/2010,7/1/2010,5/17/2013,0.0,2.8795,15,2,12700000,1,analytics,0,0,1,0,0,0,1.5,1,1,0,0
CA,90501,Torrance,DotSpots,0,9/1/2007,9/1/2007,9/1/2007,0.0,0.0,5,1,300000,4,public_relations,0,1,0,0,0,0,2.0,0,0,1,1
CA,94110,San Francisco,about.me,1,2/5/2013,2/5/2013,2/5/2013,0.0,0.0,21,1,5675000,2,web,1,0,0,0,0,0,4.0,1,0,1,1
CA,90291,Santa Monica,Republic Project,1,8/1/2008,9/1/2012,9/1/2012,4.0877,4.0877,13,1,1000000,2,advertising,0,1,0,0,0,0,5.0,1,0,1,1
FL,32714,Altamonte Springs,Hit Systems,0,9/1/2008,9/1/2008,9/1/2008,0.0,0.0,2,1,125000,0,enterprise,0,1,0,0,0,0,1.0,0,0,1,1
CT,6880,Westport,Yamisee,0,1/1/2010,3/24/2010,12/15/2010,0.2247,0.9534,2,2,700000,2,web,0,1,0,0,0,0,2.5,0,0,1,1
WA,98109,Seattle,Thinkfuse,1,8/1/2010,11/1/2010,3/24/2011,0.2521,0.6438,6,2,532000,2,enterprise,0,1,0,0,0,0,5.0,1,0,1,1
CA,94301,Palo Alto,EchoSign,1,7/15/2005,10/1/2005,10/1/2007,0.2137,2.2137,8,2,8500000,3,web,0,0,1,1,0,0,1.0,1,1,0,0
WA,98104,Seattle,PI Corporation,1,1/1/2003,7/27/2006,7/27/2006,3.5699,3.5699,2,1,9400000,3,network_hosting,0,0,0,1,0,0,1.0,1,1,0,0
RI,2903,Providence,"MoveableCode, Inc.",0,1/1/2010,1/1/2009,4/1/2012,-1.0,2.2493,3,2,350000,1,mobile,0,1,0,0,0,0,1.0,1,0,1,1
NY,10013,New York,Daylife,1,4/1/2006,6/1/2007,6/16/2009,1.1671,3.2110000000000003,16,2,12300000,3,enterprise,0,0,0,1,1,0,1.5,1,1,0,0
MA,1824,Chelmsford,Desktone,1,1/1/2006,7/30/2007,12/16/2011,1.5753,5.9589,6,5,25413298,1,network_hosting,1,0,1,1,0,0,3.0,1,1,1,0
CA,94105,San Francisco,Pulse,1,5/1/2010,10/6/2010,6/16/2011,0.4329,1.126,23,2,9800000,2,news,0,1,1,0,0,0,4.5,1,1,1,0
CA,94107,San Francisco,Opzi,0,5/1/2010,1/1/2010,9/1/2010,-0.3288,0.337,5,2,1015000,2,games_video,0,1,0,0,0,0,5.0,1,0,1,1
CO,80302,Boulder,Standing Cloud,1,1/1/2009,1/1/2009,6/21/2012,0.0,3.4712,4,5,10000003,2,enterprise,1,0,1,1,0,0,1.5,1,1,1,0
IL,60647,Chicago,Where I've Been,1,6/8/2007,3/15/2008,4/15/2010,0.7699,2.8548,3,2,1750000,2,travel,1,1,0,0,0,0,1.0,1,0,1,1
CA,94103,San Francisco,HipChat,1,9/1/2009,8/10/2010,8/10/2010,0.9397,0.9397,4,1,100000,2,messaging,0,1,0,0,0,0,3.0,1,0,1,1
CA,94301,Palo Alto,ScaleIO,1,1/1/2011,12/4/2012,12/4/2012,1.926,1.926,1,1,12000000,2,software,1,0,0,0,0,0,2.0,1,0,1,1
NY,10010,New York,GroupMe,1,5/1/2010,8/25/2010,1/4/2011,0.3178,0.6795,16,2,11450000,3,messaging,0,1,0,1,0,0,8.5,1,1,1,0
CA,94110,San Francisco,WeAre.Us,0,12/1/2007,8/1/2008,8/1/2008,0.6685,0.6685,7,1,50000,2,advertising,0,1,0,0,0,0,3.0,0,0,1,1
CA,95054,Santa Clara,Kickfire,0,1/1/2006,7/31/2008,7/31/2008,2.5808,2.5808,4,1,20000000,2,software,0,0,0,1,0,0,4.0,1,1,0,0
TX,78746,Austin,"LifeSize, a Division of Logitech",1,1/1/2003,12/19/2005,9/18/2006,2.9671,3.7151,16,2,42500000,3,public_relations,0,0,0,0,1,1,5.5,1,1,0,0
CA,CA 90245,"El Segundo,",CHiL Semiconductor,1,1/1/2006,1/1/2006,5/7/2008,0.0,2.3479,7,3,22487000,2,semiconductor,1,0,0,1,1,0,2.3333,1,1,1,0
CA,94404,San Mateo,Aptana,1,1/1/2007,7/14/2009,7/14/2009,2.5342,2.5342,3,1,7800000,2,software,1,0,0,0,0,0,2.0,1,0,1,1
NJ,8827,Hampton,Enpirion,1,1/1/2001,12/21/2004,3/31/2011,3.9726,10.2493,8,4,59000000,1,semiconductor,0,0,0,1,1,0,6.0,1,1,0,0
ID,83402,Idaho Falls,RFinity,0,10/1/2008,2/1/2011,2/1/2011,2.337,2.337,5,1,4000000,4,mobile,0,0,1,0,0,0,1.0,1,1,0,0
CA,92121,San Diego,ecoATM,1,8/2/2008,2/17/2010,2/6/2013,1.5452,4.5178,6,4,71400000,3,cleantech,1,0,1,0,0,0,2.6667,1,1,1,0
CA,94103,San Francisco,Adura Technologies,1,1/1/2008,10/16/2008,4/26/2012,0.7918,4.3205,5,3,25500000,1,cleantech,0,0,1,1,0,0,2.6667,1,1,0,0
CA,94040-2573,Mountain View,Rhythm NewMedia,1,1/1/2005,11/10/2010,9/11/2012,5.8603,7.6986,28,4,28932322,3,advertising,1,0,0,0,1,0,2.6667,1,1,1,0
CA,94105,San Francisco,Topsy Labs,1,1/15/2007,1/1/2008,10/1/2012,0.9616,5.7151,18,6,35200000,3,analytics,1,0,1,1,1,0,2.3333,1,1,1,0
MA,1803,Burlington,Digit Wireless,0,1/1/2000,3/14/2005,2/11/2008,5.2027,8.1178,2,2,10000000,1,public_relations,1,0,0,0,1,0,2.5,1,1,1,0
CA,94025,Menlo Park,Silver Tail Systems,1,1/8/2008,9/26/2008,9/22/2011,0.7178,3.7068,11,3,22100000,4,analytics,1,0,1,1,0,0,2.6667,1,1,1,0
MA,1720,Acton,Tatara Systems,1,1/1/2001,1/20/2004,6/22/2010,3.0521,9.4767,4,5,33000000,1,mobile,1,0,0,1,1,1,2.0,1,1,1,0
CA,94303,Mountain View,Reliant Technologies,1,1/1/2001,4/19/2007,4/19/2007,6.2986,6.2986,9,1,15000000,1,biotech,0,0,0,0,0,0,3.0,1,0,0,0
CA,95008,Campbell,Atrua Technologies,1,1/1/2000,12/7/2006,2/25/2009,6.937,9.1589,6,3,13000000,1,mobile,0,0,0,0,0,1,3.0,1,1,0,0
CA,95008,Campbell,Casabi,1,1/1/2004,12/19/2005,3/12/2007,1.9671,3.1945,5,2,12800000,1,mobile,0,0,1,1,0,0,2.5,1,1,0,0
NY,10011,New York,Peek & Co,0,11/1/2007,1/1/2008,8/12/2011,0.1671,3.7808,6,2,626096,3,mobile,1,0,1,0,0,0,1.0,1,1,1,0
MA,2139,Cambridge,Bluefin Labs,1,6/1/2008,4/1/2008,1/24/2012,-0.1671,3.6493,12,4,20350000,3,analytics,0,1,1,1,0,0,3.75,1,1,1,0
CA,95134,San Jose,C2 Microsystems,0,1/1/2004,10/12/2009,10/12/2009,5.7836,5.7836,1,1,10000000,1,hardware,1,0,0,0,0,0,3.0,1,0,1,1
CA,94301,Palo Alto,GoPollGo,1,1/1/2011,7/27/2011,7/27/2011,0.5671,0.5671,5,1,425000,3,web,0,1,0,0,0,0,2.0,1,0,1,1
CA,95066,Scotts Valley,Multigig,1,1/1/2003,5/12/2008,12/22/2010,5.3644,7.9781,5,3,37891054,1,semiconductor,1,0,0,1,1,0,3.0,1,1,1,0
CA,92037,La Jolla,Ortiva Wireless,1,1/1/2004,2/1/2005,10/4/2011,1.0877,7.7616,9,5,40000000,1,mobile,1,0,1,1,1,0,4.0,1,1,1,0
CA,90245,El Segundo,Sometrics,1,9/1/2007,5/14/2008,10/16/2009,0.7014,2.126,10,3,5550000,4,games_video,0,0,1,1,0,0,3.0,1,1,0,0
CA,94107,San Francisco,Kima Labs,1,1/1/2010,8/1/2010,8/1/2010,0.5808,0.5808,3,1,770000,3,mobile,0,1,0,0,0,0,6.0,1,0,1,1
TX,75001,Addison,Chronicity,0,9/1/2006,10/10/2006,5/26/2011,0.1068,4.7342,0,4,19550000,0,consulting,1,0,1,0,0,0,1.0,1,1,1,0
CA,94111,San Francisco,Whiskey Media,1,10/1/2007,3/24/2009,12/31/2009,1.4795,2.2521,6,2,4000000,1,web,1,0,0,0,0,0,1.0,0,0,1,1
VA,22102,McLean,Jobfox,1,3/1/2004,4/1/2005,12/24/2009,1.0849,5.8192,14,4,42000000,4,web,0,0,1,1,1,0,2.3333,1,1,0,0
CO,81620,Avon,Natural Cleaners Colorado,0,1/1/2005,8/27/2008,8/27/2008,3.6548,3.6548,0,1,1900000,0,other,0,0,1,0,0,0,1.0,1,1,0,0
CA,92656,Aliso Viejo,Gaikai,1,11/1/2008,1/5/2010,7/20/2011,1.1781,2.7151,21,3,45039999,3,games_video,0,0,1,1,1,0,3.6667,1,1,0,0
CA,94110,San Francisco,Blue Buzz Network,0,1/1/2006,7/13/2010,7/13/2010,4.5315,4.5315,1,1,1310000,1,news,1,0,0,0,0,0,4.0,1,0,1,1
OR,97224,Portland,Max-Viz,1,1/1/2001,1/1/2008,1/1/2008,7.0027,7.0027,3,1,3000000,1,hardware,0,0,1,0,0,0,3.0,0,1,0,0
CA,94085,Sunnyvale,Cotendo,1,1/1/2008,1/1/2008,6/15/2011,0.0,3.4548,9,4,36000000,3,software,0,0,1,1,1,1,3.0,1,1,0,0
CA,94301-1705,Palo Alto,Particle Code,1,5/1/2010,6/30/2010,6/30/2010,0.1644,0.1644,3,1,3000000,1,software,1,0,0,0,0,0,1.0,0,0,1,1
CA,94103,San Francisco,Flowgram,0,6/1/2007,1/31/2008,1/31/2008,0.6685,0.6685,1,1,1300000,3,web,0,1,0,0,0,0,8.0,1,0,1,1
AR,72201,Little Rock,JavaJobs,0,1/1/1997,10/1/2006,10/1/2006,9.7534,9.7534,1,1,50000,1,software,1,0,0,0,0,0,1.0,0,0,1,1
NY,10012,New York,Behance,1,2/1/2006,5/14/2012,5/14/2012,6.2849,6.2849,15,1,6500000,3,web,0,0,1,0,0,0,8.0,1,1,0,0
MA,2142,Cambridge,Locu,1,1/1/2011,9/7/2011,4/23/2012,0.6822,1.3096,5,2,4600000,2,advertising,0,1,1,0,0,0,9.0,1,1,1,0
MA,2451,Waltham,dynaTrace software,1,1/1/2005,2/15/2007,1/7/2011,2.1233,6.0192,5,3,21900000,2,software,1,0,1,1,0,0,1.6667,1,1,1,0
NY,10010,New York,Socialbomb,1,6/5/2008,12/1/2008,12/1/2008,0.4904,0.4904,6,1,240000,1,games_video,0,1,0,0,0,0,2.0,1,0,1,1
CA,92130,San Diego,Imagine Communications,1,1/1/2005,1/1/2005,4/20/2010,0.0,5.3014,17,4,34700000,1,software,1,0,1,1,0,0,2.25,1,1,1,0
IL,60188,Lisle,Univa UD,1,5/10/2004,8/1/2005,3/23/2010,1.2274,5.8712,4,4,33000000,2,software,1,0,1,1,1,0,5.3333,1,1,1,0
NY,10013,New York,Tutorspree,0,9/1/2010,12/20/2011,2/18/2013,1.3014,2.4685,3,2,1800000,2,education,1,1,0,0,0,0,5.0,1,0,1,1
CO,80302,Boulder,OneRiot,1,1/1/2006,1/1/2006,8/27/2009,0.0,3.6548,14,3,27300000,4,advertising,0,0,1,1,1,0,3.0,1,1,0,0
CA,94303,Palo Alto,Moonshoot,0,1/1/2007,2/18/2010,4/1/2012,3.1342,5.2521,6,2,6760000,2,web,1,0,0,0,0,0,1.5,1,0,1,1
CA,95014,Cupertino,ArcSight,1,1/1/2000,1/1/2000,6/30/2006,0.0,6.4986,24,3,26914000,3,software,0,0,1,1,1,0,6.0,1,1,0,0
CA,95051,Santa Clara,AGEIA Technologies,1,1/1/2002,10/3/2005,10/3/2005,3.7562,3.7562,1,1,27500000,0,semiconductor,0,0,0,0,1,0,7.0,1,1,0,0
TX,77046,Houston,U.S. Fiduciary,0,1/1/2003,4/12/2007,4/12/2007,4.2795,4.2795,4,1,9000000,0,other,0,0,0,0,0,1,2.0,1,1,0,0
CA,95110,San Jose,Broadway Networks,0,1/1/2006,1/13/2010,1/13/2010,4.0356,4.0356,3,1,954000,1,public_relations,1,0,0,0,0,0,1.0,0,0,1,1
CA,95054,Santa Clara,Xelerated,1,1/1/2000,4/20/2005,8/14/2008,5.3041,8.6247,4,3,53000000,0,semiconductor,0,0,0,0,1,1,4.6667,1,1,0,0
CA,94410,San Mateo,Oodle,1,1/1/2004,5/1/2006,9/3/2010,2.3315,6.6767,17,4,23100000,3,social,1,0,1,1,1,0,2.0,1,1,1,0
CA,94103,San Francisco,The Climate Corporation,1,1/1/2006,1/1/2007,6/14/2012,1.0,6.4548,28,4,108900000,2,cleantech,0,0,1,1,1,0,7.5,1,1,0,0
CA,94041,Mountain View,Kosmix,1,1/1/2005,11/1/2005,12/8/2008,0.8329,3.937,26,4,55000000,5,web,0,0,1,1,1,1,2.75,1,1,0,0
NY,10003,New York,Xtify Inc.,1,4/1/2009,5/1/2010,2/7/2012,1.0822,2.8548,9,2,5686383,3,mobile,0,0,1,0,0,0,2.0,0,1,0,0
CA,94080,South San Francisco,Limerick BioPharma,0,1/1/2004,6/11/2008,1/30/2012,4.4466,8.0849,4,6,49008830,1,biotech,1,0,1,0,1,0,3.0,1,1,1,0
CA,94107,San Francisco,iSkoot,1,4/22/2005,11/29/2006,11/7/2008,1.6055,3.5479,10,3,32200000,0,mobile,0,0,1,1,1,0,4.0,1,1,0,0
TX,77027,Houston,Rudder,0,10/1/2006,1/15/2008,1/15/2008,1.2904,1.2904,3,1,2000000,1,web,0,0,1,0,0,0,1.0,0,1,0,0
NY,10001,New York,Panvidea,1,1/1/2007,3/19/2010,3/19/2010,3.2137,3.2137,5,1,2700000,2,games_video,0,0,1,0,0,0,2.0,1,1,0,0
WI,53562,Middleton,Sway,0,12/3/2004,1/19/2010,1/19/2010,5.1315,5.1315,6,1,2000000,2,advertising,0,0,1,0,0,0,2.0,0,1,0,0
NY,10018,New York,TRAFFIQ,1,9/6/2006,9/6/2006,8/10/2010,0.0,3.9288,16,3,18000000,3,advertising,1,0,1,1,0,0,2.3333,1,1,1,0
WA,98021,Bothell,Dexterra,1,1/1/2000,8/17/2005,10/2/2008,5.6301,8.7589,9,5,122500000,2,mobile,1,0,0,0,1,1,5.6,1,1,1,0
CA,94107,San Francisco,CoTweet,1,1/1/2009,7/9/2009,7/9/2009,0.5178,0.5178,9,1,1100000,2,advertising,0,0,1,0,0,0,6.0,1,1,0,0
MA,1803,Burlington,Reef Point Systems,0,1/1/1998,4/1/2005,3/23/2007,7.2521,9.2274,1,3,52000000,1,security,1,0,0,1,0,0,2.6667,1,1,1,0
CA,94089,Sunnyvale,Paracor Medical,0,1/1/1999,6/29/2007,6/29/2007,8.4959,8.4959,5,1,44000000,1,biotech,0,0,0,0,0,1,8.0,1,1,0,0
CA,94404,San Francisco,Causata,1,1/1/2009,10/5/2009,11/1/2011,0.7589,2.8329,12,2,15500000,2,software,0,0,1,1,0,0,1.0,1,1,0,0
CA,95054,Santa Clara,Asempra Technologies,1,1/1/2003,2/13/2006,2/13/2006,3.1205,3.1205,4,1,20000000,1,security,0,0,0,1,0,0,3.0,1,1,0,0
